COU,Country,Variable,Risk,Year,Unit,PowerCode,Value
LAO,Lao People's Democratic Republic,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2015,Percentage,Units,2.051199
LAO,Lao People's Democratic Republic,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2019,Percentage,Units,2.281262
MKD,North Macedonia,"Premature deaths, per million inhabitants",Ambient Particulate Matter,1990,Per 1 000 000 inhabitants,Units,967.449
MKD,North Macedonia,"Premature deaths, per million inhabitants",Ambient Particulate Matter,1995,Per 1 000 000 inhabitants,Units,1141.74
MKD,North Macedonia,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2000,Per 1 000 000 inhabitants,Units,1247.13
MKD,North Macedonia,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2005,Per 1 000 000 inhabitants,Units,1291.523
MKD,North Macedonia,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2010,Per 1 000 000 inhabitants,Units,1340.239
MKD,North Macedonia,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2015,Per 1 000 000 inhabitants,Units,1329.817
MKD,North Macedonia,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2019,Per 1 000 000 inhabitants,Units,1321.068
MKD,North Macedonia,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,1990,Percentage,Units,10.96954
MKD,North Macedonia,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,1995,Percentage,Units,13.32963
MKD,North Macedonia,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2000,Percentage,Units,14.46824
MKD,North Macedonia,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2005,Percentage,Units,14.85635
MKD,North Macedonia,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2010,Percentage,Units,15.12585
MKD,North Macedonia,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2015,Percentage,Units,14.83406
MKD,North Macedonia,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2019,Percentage,Units,14.59953
MDG,Madagascar,"Premature deaths, per million inhabitants",Ambient Particulate Matter,1990,Per 1 000 000 inhabitants,Units,74.658
MDG,Madagascar,"Premature deaths, per million inhabitants",Ambient Particulate Matter,1995,Per 1 000 000 inhabitants,Units,70.037
MDG,Madagascar,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2000,Per 1 000 000 inhabitants,Units,69.156
MDG,Madagascar,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2005,Per 1 000 000 inhabitants,Units,76.238
MDG,Madagascar,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2010,Per 1 000 000 inhabitants,Units,75.566
MDG,Madagascar,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2015,Per 1 000 000 inhabitants,Units,84.607
MDG,Madagascar,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2019,Per 1 000 000 inhabitants,Units,83.203
MDG,Madagascar,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,1990,Percentage,Units,0.7505636
MDG,Madagascar,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,1995,Percentage,Units,0.7041142
MDG,Madagascar,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2000,Percentage,Units,0.6952562
MDG,Madagascar,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2005,Percentage,Units,0.7664531
MDG,Madagascar,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2010,Percentage,Units,0.7596964
MDG,Madagascar,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2015,Percentage,Units,0.8505853
MDG,Madagascar,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2019,Percentage,Units,0.8374154
MWI,Malawi,"Premature deaths, per million inhabitants",Ambient Particulate Matter,1990,Per 1 000 000 inhabitants,Units,71.219
MWI,Malawi,"Premature deaths, per million inhabitants",Ambient Particulate Matter,1995,Per 1 000 000 inhabitants,Units,73.036
MWI,Malawi,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2000,Per 1 000 000 inhabitants,Units,80.761
MWI,Malawi,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2005,Per 1 000 000 inhabitants,Units,71.968
MWI,Malawi,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2010,Per 1 000 000 inhabitants,Units,77.097
MWI,Malawi,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2015,Per 1 000 000 inhabitants,Units,82.11
MWI,Malawi,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2019,Per 1 000 000 inhabitants,Units,70.338
MWI,Malawi,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,1990,Percentage,Units,0.7159923
MWI,Malawi,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,1995,Percentage,Units,0.7342638
MWI,Malawi,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2000,Percentage,Units,0.8119253
MWI,Malawi,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2005,Percentage,Units,0.723524
MWI,Malawi,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2010,Percentage,Units,0.7750909
MWI,Malawi,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2015,Percentage,Units,0.825488
MWI,Malawi,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2019,Percentage,Units,0.7080567
MYS,Malaysia,"Premature deaths, per million inhabitants",Ambient Particulate Matter,1990,Per 1 000 000 inhabitants,Units,388.216
MYS,Malaysia,"Premature deaths, per million inhabitants",Ambient Particulate Matter,1995,Per 1 000 000 inhabitants,Units,353.028
MYS,Malaysia,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2000,Per 1 000 000 inhabitants,Units,316.857
MYS,Malaysia,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2005,Per 1 000 000 inhabitants,Units,310.839
MYS,Malaysia,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2010,Per 1 000 000 inhabitants,Units,305.236
MYS,Malaysia,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2015,Per 1 000 000 inhabitants,Units,321.457
MYS,Malaysia,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2019,Per 1 000 000 inhabitants,Units,330.26
MYS,Malaysia,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,1990,Percentage,Units,4.382601
MYS,Malaysia,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,1995,Percentage,Units,3.858026
MYS,Malaysia,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2000,Percentage,Units,3.424884
MYS,Malaysia,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2005,Percentage,Units,3.316667
MYS,Malaysia,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2010,Percentage,Units,3.216262
MYS,Malaysia,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2015,Percentage,Units,3.324044
MYS,Malaysia,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2019,Percentage,Units,3.369288
MRT,Mauritania,"Premature deaths, per million inhabitants",Ambient Particulate Matter,1990,Per 1 000 000 inhabitants,Units,309.344
MRT,Mauritania,"Premature deaths, per million inhabitants",Ambient Particulate Matter,1995,Per 1 000 000 inhabitants,Units,328.443
MRT,Mauritania,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2000,Per 1 000 000 inhabitants,Units,338.502
MRT,Mauritania,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2005,Per 1 000 000 inhabitants,Units,310.165
MRT,Mauritania,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2010,Per 1 000 000 inhabitants,Units,305.823
MRT,Mauritania,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2015,Per 1 000 000 inhabitants,Units,328.671
MRT,Mauritania,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2019,Per 1 000 000 inhabitants,Units,311.503
MRT,Mauritania,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,1990,Percentage,Units,3.109962
MRT,Mauritania,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,1995,Percentage,Units,3.301969
MRT,Mauritania,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2000,Percentage,Units,3.403098
MRT,Mauritania,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2005,Percentage,Units,3.118213
MRT,Mauritania,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2010,Percentage,Units,3.774762
MRT,Mauritania,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2015,Percentage,Units,4.027338
MRT,Mauritania,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2019,Percentage,Units,3.814604
MUS,Mauritius,"Premature deaths, per million inhabitants",Ambient Particulate Matter,1990,Per 1 000 000 inhabitants,Units,350.131
MUS,Mauritius,"Premature deaths, per million inhabitants",Ambient Particulate Matter,1995,Per 1 000 000 inhabitants,Units,382.821
MUS,Mauritius,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2000,Per 1 000 000 inhabitants,Units,402.485
MUS,Mauritius,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2005,Per 1 000 000 inhabitants,Units,449.118
MUS,Mauritius,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2010,Per 1 000 000 inhabitants,Units,413.265
MUS,Mauritius,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2015,Per 1 000 000 inhabitants,Units,430.215
MUS,Mauritius,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2019,Per 1 000 000 inhabitants,Units,477.773
MUS,Mauritius,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,1990,Percentage,Units,4.080449
MUS,Mauritius,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,1995,Percentage,Units,4.385386
MUS,Mauritius,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2000,Percentage,Units,4.508332
MUS,Mauritius,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2005,Percentage,Units,4.962774
MUS,Mauritius,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2010,Percentage,Units,4.471653
MUS,Mauritius,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2015,Percentage,Units,4.576643
MUS,Mauritius,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2019,Percentage,Units,5.22935
FSM,Micronesia,"Premature deaths, per million inhabitants",Ambient Particulate Matter,1990,Per 1 000 000 inhabitants,Units,140.932
FSM,Micronesia,"Premature deaths, per million inhabitants",Ambient Particulate Matter,1995,Per 1 000 000 inhabitants,Units,157.557
FSM,Micronesia,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2000,Per 1 000 000 inhabitants,Units,182.303
FSM,Micronesia,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2005,Per 1 000 000 inhabitants,Units,208.218
FSM,Micronesia,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2010,Per 1 000 000 inhabitants,Units,241.571
FSM,Micronesia,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2015,Per 1 000 000 inhabitants,Units,293.59
FSM,Micronesia,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2019,Per 1 000 000 inhabitants,Units,282.035
FSM,Micronesia,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,1990,Percentage,Units,1.820627
FSM,Micronesia,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,1995,Percentage,Units,2.006836
FSM,Micronesia,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2000,Percentage,Units,2.323112
FSM,Micronesia,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2005,Percentage,Units,2.641879
FSM,Micronesia,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2010,Percentage,Units,3.05886
FSM,Micronesia,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2015,Percentage,Units,3.739721
FSM,Micronesia,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2019,Percentage,Units,3.621495
MDA,Moldova,"Premature deaths, per million inhabitants",Ambient Particulate Matter,1990,Per 1 000 000 inhabitants,Units,613.876
MDA,Moldova,"Premature deaths, per million inhabitants",Ambient Particulate Matter,1995,Per 1 000 000 inhabitants,Units,801.499
MDA,Moldova,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2000,Per 1 000 000 inhabitants,Units,674.215
MDA,Moldova,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2005,Per 1 000 000 inhabitants,Units,805.29
MDA,Moldova,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2010,Per 1 000 000 inhabitants,Units,825.819
MDA,Moldova,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2015,Per 1 000 000 inhabitants,Units,678.368
MDA,Moldova,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2019,Per 1 000 000 inhabitants,Units,520.199
MDA,Moldova,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,1990,Percentage,Units,7.436558
MDA,Moldova,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,1995,Percentage,Units,10.27068
MDA,Moldova,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2000,Percentage,Units,6.77816
MDA,Moldova,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2005,Percentage,Units,10.05512
MDA,Moldova,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2010,Percentage,Units,10.13153
MDA,Moldova,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2015,Percentage,Units,8.16884
MDA,Moldova,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2019,Percentage,Units,6.154494
MNG,Mongolia,"Premature deaths, per million inhabitants",Ambient Particulate Matter,1990,Per 1 000 000 inhabitants,Units,374.916
MNG,Mongolia,"Premature deaths, per million inhabitants",Ambient Particulate Matter,1995,Per 1 000 000 inhabitants,Units,404.714
MNG,Mongolia,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2000,Per 1 000 000 inhabitants,Units,451.623
MNG,Mongolia,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2005,Per 1 000 000 inhabitants,Units,440.475
MNG,Mongolia,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2010,Per 1 000 000 inhabitants,Units,528.279
MNG,Mongolia,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2015,Per 1 000 000 inhabitants,Units,602.498
MNG,Mongolia,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2019,Per 1 000 000 inhabitants,Units,696.588
MNG,Mongolia,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,1990,Percentage,Units,4.544658
MNG,Mongolia,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,1995,Percentage,Units,4.068761
MNG,Mongolia,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2000,Percentage,Units,4.540349
MNG,Mongolia,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2005,Percentage,Units,4.428277
MNG,Mongolia,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2010,Percentage,Units,6.148902
MNG,Mongolia,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2015,Percentage,Units,6.746033
MNG,Mongolia,"Welfare cost of premature deaths, % GDP equivalent",Ambient Particulate Matter,2019,Percentage,Units,7.707092
MAR,Morocco,"Premature deaths, per million inhabitants",Ambient Particulate Matter,1990,Per 1 000 000 inhabitants,Units,298.227
MAR,Morocco,"Premature deaths, per million inhabitants",Ambient Particulate Matter,1995,Per 1 000 000 inhabitants,Units,358.039
MAR,Morocco,"Premature deaths, per million inhabitants",Ambient Particulate Matter,2000,Per 1 000 000 inhabitants,Units,447.583
